Country Name,Coal,Metals,Natural Gas,Oil,Total,Country Code,Total_Log
Nigeria,0.0061562147604420515,0.5927366853728504,1.4179384766821463,3.331144784485733,5.347976161301172,NGA,1.8481360473485373
North Macedonia,0.01562577862712352,1.0777667257284302,0.0,0.0,1.0933925043555537,MKD,0.7387859578243988
Norway,4.8569695772764126e-05,6.093368691355619,4.939386128514672,2.546733555555279,13.57953694512134,NOR,2.679618966482293
Oman,0.0,0.4925966163428652,0.9109354674861072,1.05218261831444,2.4557147021434123,OMN,1.2400292960711166
Pakistan,0.025665435831762794,0.2483114121657333,0.766219652978592,0.0,1.040196500976088,PAK,0.7130461272251519
Panama,0.0,0.6523563279192635,0.0,0.0,0.6523563279192635,PAN,0.5022023467063753
Papua New Guinea,0.0,8.02044680024084,0.0,0.0,8.02044680024084,PNG,2.1994938672425164
Peru,0.00010553270467468542,152.17979855244886,0.2032170509449649,0.060084759896820286,152.44320589599533,PER,5.033330504399626
Philippines,0.0698792805473341,94.38787520485694,0.0,0.0,94.45775448540428,PHL,4.558683788206634
Poland,1.6331864567499133,16.92109557994473,0.03260895056545379,0.0,18.586890987260098,POL,2.9748605152911867
Portugal,0.0,3.2008938855418414,0.0,0.0,3.2008938855418414,PRT,1.435297332535169
Qatar,0.0,1.0631537127087538,9.664588368185338,2.5168885391891926,13.244630620083285,QAT,2.6563800371175867
Romania,0.13807499091528477,0.327350476068821,0.12234896357942876,0.02250554087823904,0.6102799714417737,ROU,0.4764080591837851
Russian Federation,12.676055587588305,251.32536582229946,72.52588111427096,43.894686962331065,380.4219894864898,RUS,5.943906346162166
Rwanda,0.0,0.20129848675303233,0.0,0.0,0.20129848675303233,RWA,0.18340304406990662
Saudi Arabia,0.0,3.593801434957609,4.803156908613901,44.761875042911875,53.15883338648339,SAU,3.9919210882406277
Senegal,0.0,0.33802830110915183,0.0,0.0,0.33802830110915183,SEN,0.29119711328290243
Serbia,0.3322242373823263,0.17338930265452449,0.0,0.0,0.5056135400368508,SRB,0.40920048292547095
