feature,coefficient,abs_coef
storage information,-0.010646036036329163,0.010646036036329163
summary information,-0.010646036036329163,0.010646036036329163
change include,-0.010646036036329163,0.010646036036329163
nutrition storage,-0.010646036036329163,0.010646036036329163
advice products,-0.010646036036329163,0.010646036036329163
kcals day,-0.010646036036329163,0.010646036036329163
important check,-0.010646036036329163,0.010646036036329163
allergens nutrition,-0.010646036036329163,0.010646036036329163
serves summary,-0.010646036036329163,0.010646036036329163
page serves,-0.010646036036329163,0.010646036036329163
check labels,-0.010646036036329163,0.010646036036329163
ingredients allergens,-0.010646036036329163,0.010646036036329163
include ingredients,-0.010646036036329163,0.010646036036329163
need kcals,-0.010646036036329163,0.010646036036329163
disclaimer br,-0.010646036036329163,0.010646036036329163
allergy advice,-0.010646036036329163,0.010646036036329163
information purposes,-0.010646036036329163,0.010646036036329163
warnings cooking,-0.010646036036329163,0.010646036036329163
content important,-0.010645038849958276,0.010645038849958276
link,-0.010645038849958276,0.010645038849958276
suggestions,-0.010645038849958276,0.010645038849958276
subject change,-0.010644041827690144,0.010644041827690144
adults need,-0.010644041827690144,0.010644041827690144
description,-0.010643044969475051,0.010643044969475051
alcohol content,-0.01064204827525387,0.01064204827525387
taken care,-0.010641051744976787,0.010641051744976787
picture,-0.010640055378590372,0.010640055378590372
designed enhance,-0.01062811174574367,0.01062811174574367
disclaimer,-0.01062612342744396,0.01062612342744396
page,-0.010608257866598029,0.010608257866598029
delivery,-0.010607266878485632,0.010607266878485632
labels,-0.010576626372716124,0.010576626372716124
liquid,0.010405251822818236,0.010405251822818236
information safety,-0.010401921215748516,0.010401921215748516
pre,0.010381202022398889,0.010381202022398889
prior use,-0.010350055480297642,0.010350055480297642
preparationandusage,0.010227620137801666,0.010227620137801666
br dublin,0.0098748399063476,0.0098748399063476
hold,0.009755934770937415,0.009755934770937415
prepare food,-0.00972198703367523,0.00972198703367523
teeth,0.009721242410585107,0.009721242410585107
babies,0.00965489342894895,0.00965489342894895
table,-0.009630167329597417,0.009630167329597417
feat_color3_lime,-0.009402259497868902,0.009402259497868902
dublin,0.009354172018784555,0.009354172018784555
br additional,-0.00922999955182367,0.00922999955182367
months,-0.009124419026908845,0.009124419026908845
shopping,-0.009118441445473456,0.009118441445473456
items,-0.009030057980626659,0.009030057980626659
content,-0.008886726988063963,0.008886726988063963
day applicable,-0.008794172302761175,0.008794172302761175
products pet,-0.008794172302761175,0.008794172302761175
applicable non,-0.008794172302761175,0.008794172302761175
food products,-0.008794172302761175,0.008794172302761175
food note,-0.008794172302761175,0.008794172302761175
non food,-0.008794172302761175,0.008794172302761175
usage br,0.008769214584021,0.008769214584021
br usage,0.008750210582277063,0.008750210582277063
kids,-0.008708487376910363,0.008708487376910363
kg,0.008677841431001386,0.008677841431001386
gentle,-0.008493441862364432,0.008493441862364432
com,-0.008430172100610539,0.008430172100610539
eye,0.008128258383130657,0.008128258383130657
packagetype box,-0.008079649461015807,0.008079649461015807
servings,0.007993676362598338,0.007993676362598338
furtherdescription,0.00793326556558325,0.00793326556558325
feat_color2_crimson,-0.007923672264186792,0.007923672264186792
mouthwash,0.007905642921861899,0.007905642921861899
feat_color1_cyan,-0.007853548358798056,0.007853548358798056
cards bc,0.007634980122844694,0.007634980122844694
storage br,0.007612392152379572,0.007612392152379572
work,0.007578239798133741,0.007578239798133741
reach children,0.007542255740760711,0.007542255740760711
bc toys,0.007497733090414732,0.007497733090414732
storage,0.007198041339668773,0.007198041339668773
hot,0.007145497965769631,0.007145497965769631
air,-0.006924052624894626,0.006924052624894626
feat_color3_orange,-0.006867992248191342,0.006867992248191342
base,0.006819080602455025,0.006819080602455025
essentials bc,-0.006680411155615532,0.006680411155615532
reach,-0.006590040663411936,0.006590040663411936
otherinformation,0.006539151782759065,0.006539151782759065
bath,-0.006500181930097033,0.006500181930097033
toys accessories,0.006436764259491747,0.006436764259491747
non,0.006336379076688624,0.006336379076688624
adults,-0.006257460823278533,0.006257460823278533
feat_color3_cyan,0.006230096697452851,0.006230096697452851
feat_unit_price,-0.0061579373149877135,0.0061579373149877135
pet bc,0.0061462745686853846,0.0061462745686853846
cards,-0.006031863484072788,0.006031863484072788
feat_color2_khaki,-0.005964232047371057,0.005964232047371057
additional,0.00580850152409614,0.00580850152409614
fish bc,-0.005667370701652747,0.005667370701652747
feat_color3_navy,0.005537160975557436,0.005537160975557436
manufacturer,-0.005492903453149199,0.005492903453149199
substitute,-0.0052954704542721885,0.0052954704542721885
feat_color1_olive,0.005231060163089561,0.005231060163089561
feat_color3_olive,-0.005151272776258083,0.005151272776258083
pain,0.00513755451066503,0.00513755451066503
origin br,-0.005092581380964718,0.005092581380964718
servings br,0.00503325589614824,0.00503325589614824
information br,0.004996577228718162,0.004996577228718162
end,0.004828382864929443,0.004828382864929443
look,0.00475872375971276,0.00475872375971276
feat_color1_orange,-0.004296141287010378,0.004296141287010378
love,0.004160705615242994,0.004160705615242994
storage store,-0.004089229755049851,0.004089229755049851
accessories,-0.0037070331385412165,0.0037070331385412165
feat_color3_yellow,-0.0036820975600154967,0.0036820975600154967
feat_color3_red,-0.0036746412754360813,0.0036746412754360813
chocolate bc,0.0036636571344672523,0.0036636571344672523
microwave,0.0035713136576306656,0.0035713136576306656
otherinformation product,-0.0035291058019242794,0.0035291058019242794
serving,0.003510668895546221,0.003510668895546221
cooking instructions,-0.0034855037312663695,0.0034855037312663695
uk br,0.0033862126377418754,0.0033862126377418754
feat_color2_coral,0.003174376948645873,0.003174376948645873
avoid,-0.002905451947938177,0.002905451947938177
cold,0.002903739783365641,0.002903739783365641
technology,0.0028761136600146736,0.0028761136600146736
need,0.0027814441292879685,0.0027814441292879685
check,-0.0027319524183591565,0.0027319524183591565
add,-0.0026834278117541326,0.0026834278117541326
feat_color3_gold,0.002614109648382285,0.002614109648382285
medicine,0.002358497798125866,0.002358497798125866
medicine bc,0.002358497798125866,0.002358497798125866
bags,0.002063800382384586,0.002063800382384586
nutrition,-0.0019820530388797324,0.0019820530388797324
colour,-0.0019425276034868396,0.0019425276034868396
used,-0.0018231783064851942,0.0018231783064851942
important,-0.001723887875388783,0.001723887875388783
feat_color3_dark_red,-0.0016693722570035115,0.0016693722570035115
shampoo,-0.0015359023806647222,0.0015359023806647222
children,-0.0014191853939281144,0.0014191853939281144
mg,0.0013139263852728082,0.0013139263852728082
usage,0.0012149423629263744,0.0012149423629263744
feat_color3_white,0.0011765496418079291,0.0011765496418079291
feat_color3_khaki,-0.001117003079295033,0.001117003079295033
cooking,0.001077202455637748,0.001077202455637748
feat_color2_red,-0.0010019563454852064,0.0010019563454852064
feat_color3_green,0.0009503964383686395,0.0009503964383686395
limited br,-0.0007240308945640344,0.0007240308945640344
feat_color3_purple,-0.0007103062255483724,0.0007103062255483724
bag,0.0006711811258551765,0.0006711811258551765
date,-0.000540231303144964,0.000540231303144964
lifestyle,-0.00044019959726746954,0.00044019959726746954
advice,-0.0002842923982395441,0.0002842923982395441
direct,0.0001845699050748284,0.0001845699050748284
frozen,0.0001243229893473986,0.0001243229893473986
ensure,0.00011429200882838247,0.00011429200882838247
toothpaste,0.0,0.0
garden diy,0.0,0.0
feat_color3_magenta,0.0,0.0
furniture bc,0.0,0.0
feat_color2_violet,0.0,0.0
feat_color3_violet,0.0,0.0
bc kitchen,0.0,0.0
garden,0.0,0.0
hair dye,0.0,0.0
bc garden,0.0,0.0
laundry bc,0.0,0.0
bc cook,0.0,0.0
bc cleaning,0.0,0.0
feat_color2_magenta,0.0,0.0
hand,0.0,0.0
feat_color1_white,0.0,0.0
kitchen,0.0,0.0
laundry,0.0,0.0
washing,0.0,0.0
bc laundry,0.0,0.0
feat_color1_magenta,0.0,0.0
furniture,0.0,0.0
feat_color1_yellow,0.0,0.0
toothbrush,0.0,0.0
cleaning,0.0,0.0
cleaning bc,0.0,0.0
office supplies,0.0,0.0
cook,0.0,0.0
cook dine,0.0,0.0
bc washing,0.0,0.0
dine,0.0,0.0
bc toothpaste,0.0,0.0
dine bc,0.0,0.0
feat_color1_blue,0.0,0.0
feat_color2_blue,0.0,0.0
feat_color3_blue,0.0,0.0
bc sweets,0.0,0.0
toothpaste,0.0,0.0
diy,0.0,0.0
diy bc,0.0,0.0
dye,0.0,0.0
tableware,0.0,0.0
supplies bc,0.0,0.0
supplies,0.0,0.0
feat_color2_yellow,0.0,0.0
office,0.0,0.0
