index,color1_name,color1_weight,color2_name,color2_weight,color3_name,color3_weight
20024,black,0.2907059662467316,gray,0.25386260993582127,brown,0.18778226764915618
13601,tan,0.3651474530831099,silver,0.2230563002680965,brown,0.12010723860589813
20531,black,0.618324272465622,lime,0.13367444835305403,brown,0.09993604093380237
5634,gold,0.3408973697782362,coral,0.27385250128932437,khaki,0.19004641567818464
13641,black,0.3216920806689621,brown,0.32120019675356615,gray,0.16527299557304476
16609,navy,0.36032011911408895,coral,0.18592964824120603,tan,0.18444072212916435
19372,black,0.4037249684918079,brown,0.18582831536199412,gray,0.17420529337627783
17750,gold,0.20334378265412748,dark_green,0.18432601880877744,silver,0.16614420062695925
13738,navy,0.48379218472468916,royal_blue,0.265208703374778,sky_blue,0.11567495559502665
1050,lavender,0.32084309133489464,sky_blue,0.2224824355971897,teal,0.20228337236533958
14591,tan,0.5,gray,0.34484081319524357,black,0.05868814729574223
20209,lavender,0.801310615989515,lavender,0.04246395806028833,silver,0.0309305373525557
19514,gray,0.24338871986894453,sky_blue,0.23332553241282472,teal,0.19049847882050083
17246,cyan,0.35784879989731744,sky_blue,0.20960082146065973,lavender,0.1967654986522911
10511,silver,0.25014749262536873,silver,0.24542772861356932,dark_green,0.10412979351032449
17686,dark_green,0.3278538812785388,gray,0.2050228310502283,teal,0.20228310502283106
17923,silver,0.35762584522915103,sky_blue,0.22689706987227648,royal_blue,0.18632607062359127
15370,purple,0.30047218703213174,navy,0.2931014626281239,royal_blue,0.19981573188989982
20904,gold,0.35498409331919406,coral,0.2823435843054083,khaki,0.19088016967126192
16978,coral,0.298974358974359,lavender,0.2733333333333333,tan,0.21897435897435896
12404,lavender,0.6147015293537247,silver,0.15540207202762704,black,0.0710409472126295
1693,gray,0.43126083725538766,black,0.17265296011890016,silver,0.10874411691850384
19593,lavender,0.425244177310293,black,0.1728024042073629,silver,0.16003005259203607
14950,gray,0.3338703902613677,black,0.23487289652703186,royal_blue,0.158968850698174
20950,gray,0.3366305041480536,teal,0.23420548819400128,navy,0.20835992342054882
7793,coral,0.46973365617433416,black,0.1509281678773204,salmon,0.1337099811676083
13557,gray,0.2413552217953196,brown,0.23052741879147748,olive,0.19228082431016416
20977,navy,0.24729042247290423,pink,0.21566025215660253,teal,0.1922141119221411
16600,black,0.5469058295964125,gray,0.17739910313901344,lime,0.12358744394618834
15745,tan,0.23935876174682144,lavender,0.23051409618573798,silver,0.21697070204532892
17596,navy,0.4822143174744331,royal_blue,0.2616718541574033,sky_blue,0.12738995108937307
16049,teal,0.7515171948752528,gray,0.09069453809844909,gray,0.060687795010114634
11218,crimson,0.36148969889064975,crimson,0.26893819334389857,hot_pink,0.17686212361331222
12698,black,0.2959866220735786,cyan,0.24882943143812708,gray,0.24832775919732442
3064,pink,0.2778046032512474,gray,0.21326251408337357,tan,0.19089006920972154
5477,black,0.34358075820324946,teal,0.20070086014654348,gray,0.16995858553679516
19211,lavender,0.23599099632744935,navy,0.23172609880345932,royal_blue,0.2272242625281365
10564,lavender,0.3518631643249847,brown,0.23701893708002444,black,0.20464263897373244
16530,lavender,0.3136746597537265,silver,0.30784186649384315,silver,0.25275437459494493
16349,pink,0.37557152188112347,lavender,0.2906596995427825,gray,0.16329196603527107
19937,navy,0.39728406758250434,royal_blue,0.24759197852518552,gray,0.12521711669035213
14523,khaki,0.31190609278926773,lavender,0.24259362772498602,tan,0.20849636668529906
20025,black,0.4954909819639279,teal,0.19438877755511022,gray,0.15130260521042085
17068,dark_green,0.4357976653696498,gray,0.245136186770428,silver,0.17032189600282985
8086,pink,0.5198237885462555,tan,0.17474302496328928,royal_blue,0.1277533039647577
7533,black,0.3026164225769294,lime,0.2698700016455488,gray,0.15106137896988645
17460,gray,0.6241224122412241,gray,0.10135013501350135,silver,0.09936993699369936
9933,lavender,0.2559456398640997,black,0.25254813137032844,brown,0.18856172140430352
17016,lavender,0.3236829615567157,pink,0.3065970574276222,silver,0.23018509729473186
20185,purple,0.3584554547569202,pink,0.21528262386601535,silver,0.18364735985112818
10312,navy,0.5772964899178491,gray,0.1553398058252427,crimson,0.10698282300224048
20647,lavender,0.49155227032734955,sky_blue,0.2365364308342133,royal_blue,0.20828933474128827
16381,black,0.43338990241832837,gold,0.2505303351718286,dark_green,0.15825201527365296
17118,lavender,0.2679528403001072,royal_blue,0.22036441586280814,sky_blue,0.21864951768488747
16172,black,0.27436281859070466,gray,0.2620689655172414,silver,0.15322338830584709
4831,teal,0.4289210233592881,lavender,0.20133481646273638,hot_pink,0.15528364849833148
333,purple,0.30747051114023594,purple,0.2382699868938401,lavender,0.22857142857142856
15109,crimson,0.3690212226797593,coral,0.296484003801077,tan,0.11719987329743427
19498,lavender,0.1667953667953668,silver,0.14934362934362935,black,0.10301158301158302
17424,gold,0.6350286532951289,black,0.12070200573065902,silver,0.1092406876790831
15692,purple,0.3226767275615568,sky_blue,0.2621127879269261,lavender,0.1920174741858618
6511,black,0.3885143570536829,coral,0.32709113607990015,brown,0.14132334581772785
20430,navy,0.31685575364667745,gray,0.23217179902755267,teal,0.20178282009724474
14715,silver,0.3321842682544657,lavender,0.26277029144468816,purple,0.15935443434659982
16890,brown,0.2825595984943538,lavender,0.28030112923462985,silver,0.19297365119196988
16514,tan,0.20422264875239923,silver,0.19404990403071018,crimson,0.19309021113243763
19277,gray,0.25901639344262295,gray,0.19531615925058549,dark_green,0.18548009367681498
18057,crimson,0.33780918727915193,hot_pink,0.24004711425206124,hot_pink,0.2226148409893993
10050,lavender,0.3138283914982944,silver,0.2570191550774075,gray,0.24521123064812386
12928,lavender,0.4043981870068827,silver,0.1865032734597952,silver,0.17945274467013597
18801,crimson,0.2548885077186964,black,0.25420240137221267,silver,0.18147512864493998
18148,black,0.28597050617776004,teal,0.20207253886010362,gray,0.19609406137903548
249,black,0.29232386961093587,gray,0.2499123729407641,silver,0.1808622502628812
7821,navy,0.33059060157249953,gray,0.2832327665021028,crimson,0.17443773998902906
20922,purple,0.4239367502726281,gray,0.29825517993456924,hot_pink,0.13931297709923665
19310,red,0.3149053795449713,silver,0.1934935147778014,brown,0.18881564958537103
19635,teal,0.3740888005301524,gray,0.25115970841616964,black,0.1411530815109344
20479,navy,0.3193407960199005,gray,0.205068407960199,black,0.205068407960199
15567,lavender,0.43428694342869434,silver,0.3430845343084534,gray,0.11787481178748117
16601,coral,0.42921469740634005,coral,0.2788184438040346,pink,0.13976945244956773
13391,lavender,0.40611353711790393,silver,0.2476606363069245,gray,0.15377417342482844
15620,silver,0.3962692210738593,tan,0.24502142677085958,gray,0.1711620872195614
12975,tan,0.2759776536312849,silver,0.19776536312849163,olive,0.19329608938547485
20524,black,0.3684489147697194,navy,0.32292218104817366,gray,0.13446267866596082
11220,cyan,0.27269484572855357,silver,0.2241840556447298,lavender,0.21045122168717675
15741,teal,0.32717784022480934,navy,0.31031714171015656,gray,0.1718185467683661
19081,crimson,0.39316902775082474,crimson,0.3143799728313604,salmon,0.15369687560644285
18917,lavender,0.5191004313000616,silver,0.17760320394331486,brown,0.1414048059149723
19942,crimson,0.5006043026347595,lavender,0.23930384336475707,gold,0.09789702683103699
13982,lavender,0.44052939154348575,tan,0.26418013062908213,silver,0.1263320728772774
2979,tan,0.2503116775176617,crimson,0.24864939742346587,coral,0.23659786674054578
16435,teal,0.321548308442548,silver,0.19323377019201463,royal_blue,0.18561414202986895
6594,hot_pink,0.5522519870473948,lavender,0.1342360906682367,salmon,0.12834854283191052
11474,pink,0.34304018637157835,dark_green,0.203843913803145,silver,0.15608619685497963
